"KluczMag","IdOpakJedn","IdMagazynu","NrWersji","IdSesji"
"515","1923","1","1","\N"
"516","1924","1","1","\N"
"517","1925","1","1","\N"
"518","1926","1","1","\N"
"519","1927","1","1","\N"
"520","1928","1","1","\N"
"521","1929","1","1","\N"
"522","1930","1","1","\N"
"523","1931","1","1","\N"
"524","1932","1","1","\N"
"525","1933","1","1","\N"
"526","1934","1","1","\N"
"527","1935","1","1","\N"
"528","1936","1","1","\N"
"529","1937","1","1","\N"
"530","1938","1","1","\N"
"531","1939","1","1","\N"
"532","1940","1","1","\N"
"533","1941","1","1","\N"
"534","1942","1","1","\N"
"535","1943","1","1","\N"
"536","1944","1","1","\N"
"537","1945","1","1","\N"
"538","1946","1","1","\N"
"539","1947","1","1","\N"
"540","1948","1","1","\N"
"541","1949","1","1","\N"
"542","1950","1","1","\N"
"543","1951","1","1","\N"
"544","1952","1","1","\N"
"545","1953","1","1","\N"
"546","1954","1","1","\N"
"547","1955","1","1","\N"
"548","1956","1","1","\N"
"549","1957","1","1","\N"
"550","1958","1","1","\N"
"551","1959","1","1","\N"
"552","1960","1","1","\N"
"553","1961","1","1","\N"
"554","1962","1","1","\N"
"555","1963","1","1","\N"
"556","1964","1","1","\N"
"557","1965","1","1","\N"
"558","1966","1","1","\N"
"559","1967","1","1","\N"
"560","1968","1","1","\N"
"561","1969","1","1","\N"
"562","1970","1","1","\N"
"563","1971","1","1","\N"
"564","1972","1","1","\N"
"565","1973","1","1","\N"
"566","1974","1","1","\N"
"567","1975","1","1","\N"
"568","1976","1","1","\N"
"569","1977","1","1","\N"
"570","1978","1","1","\N"
"571","1979","1","1","\N"
"572","1980","1","1","\N"
"573","1981","1","1","\N"
"574","1982","1","1","\N"
"575","1983","1","1","\N"
"576","1984","1","1","\N"
"577","1985","1","1","\N"
"578","1986","1","1","\N"
"579","1987","1","1","\N"
"580","1988","1","1","\N"
"581","1989","1","1","\N"
"582","1990","1","1","\N"
"583","1991","1","1","\N"
"584","1992","1","1","\N"
"585","1993","1","1","\N"
"586","1994","1","1","\N"
"587","1995","1","1","\N"
"588","1996","1","1","\N"
"589","1997","1","1","\N"
"590","1998","1","1","\N"
"591","1999","1","1","\N"
"592","2000","1","1","\N"
"593","2001","1","1","\N"
"594","2002","1","1","\N"
"595","2003","1","1","\N"
"596","2004","1","1","\N"
"597","2005","1","1","\N"
"598","2006","1","1","\N"
"599","2007","1","1","\N"
"600","2008","1","1","\N"
"601","2009","1","1","\N"
"5745","7835","2","1","\N"
"6314","2922","2","1","\N"
"6315","2926","2","1","\N"
"6316","2927","2","1","\N"
"6317","2939","2","1","\N"
"6318","2945","2","1","\N"
"608","2016","1","1","\N"
"6319","2951","2","1","\N"
"6320","2955","2","1","\N"
"6321","2956","2","1","\N"
"6322","2959","2","1","\N"
"12252","12380","1","1","\N"
"28187","23589","1","1","\N"
"28188","23590","1","1","\N"
"6326","2968","2","1","\N"
"617","2025","1","1","\N"
"6327","2974","2","1","\N"
"6328","2975","2","1","\N"
"620","2028","1","1","\N"
"6329","2983","2","1","\N"
"6330","2991","2","1","\N"
"6331","2992","2","1","\N"
"6332","2996","2","1","\N"
"6333","3000","2","1","\N"
"6334","3007","2","1","\N"
"6335","3008","2","1","\N"
"628","2036","1","1","\N"
"6336","3015","2","1","\N"
"6337","3016","2","1","\N"
"6338","3017","2","1","\N"
"632","2040","1","1","\N"
"6339","3019","2","1","\N"
"634","2042","1","1","\N"
"6340","3020","2","1","\N"
"6341","3021","2","1","\N"
"637","2045","1","1","\N"
"10052","8617","2","1","\N"
"6343","3023","2","1","\N"
"6344","3026","2","1","\N"
"5746","7836","2","1","\N"
"6345","3027","2","1","\N"
"5747","7842","2","1","\N"
"5748","7845","2","1","\N"
"5749","7847","2","1","\N"
"5750","7849","2","1","\N"
"5751","7851","2","1","\N"
"5752","7852","2","1","\N"
"5753","7860","2","1","\N"
"5754","7878","2","1","\N"
"5755","7937","2","1","\N"
"5756","7939","2","1","\N"
"5757","7940","2","1","\N"
"5758","7941","2","1","\N"
"6186","8991","1","1","\N"
"5759","7942","2","1","\N"
"5760","7949","2","1","\N"
"5761","7954","2","1","\N"
"5762","7955","2","1","\N"
"5763","7962","2","1","\N"
"5764","7965","2","1","\N"
"5765","7966","2","1","\N"
"5766","7970","2","1","\N"
"5767","7971","2","1","\N"
"5768","7972","2","1","\N"
"5769","7976","2","1","\N"
"5770","7989","2","1","\N"
"5771","7993","2","1","\N"
"5772","8001","2","1","\N"
"5773","8435","2","1","\N"
"5774","8450","2","1","\N"
"5775","8455","2","1","\N"
"5776","8460","2","1","\N"
"5777","8461","2","1","\N"
"6187","8992","1","1","\N"
"676","2084","1","1","\N"
"677","2085","1","1","\N"
"5778","8467","2","1","\N"
"5959","2083","2","1","\N"
"5960","2228","2","1","\N"
"5961","2325","2","1","\N"
"5962","7359","2","1","\N"
"5963","7385","2","1","\N"
"5964","7550","2","1","\N"
"5965","7560","2","1","\N"
"5966","7628","2","1","\N"
"5967","7631","2","1","\N"
"5968","7633","2","1","\N"
"5969","7634","2","1","\N"
"5970","7636","2","1","\N"
"5971","7645","2","1","\N"
"5972","7650","2","1","\N"
"5973","7655","2","1","\N"
"5974","7656","2","1","\N"
"5975","7657","2","1","\N"
"4537","8121","1","1","\N"
"5976","7659","2","1","\N"
"5977","7660","2","1","\N"
"5978","7662","2","1","\N"
"5979","7667","2","1","\N"
"5980","7669","2","1","\N"
"5981","7670","2","1","\N"
"5982","7709","2","1","\N"
"5983","7722","2","1","\N"
"5984","7729","2","1","\N"
"5985","7730","2","1","\N"
"5986","7742","2","1","\N"
"5987","7837","2","1","\N"
"5988","7871","2","1","\N"
"5989","7893","2","1","\N"
"5990","7904","2","1","\N"
"5991","7936","2","1","\N"
"5992","7938","2","1","\N"
"5993","7943","2","1","\N"
"5994","7944","2","1","\N"
"5995","7945","2","1","\N"
"5996","7946","2","1","\N"
"5997","7947","2","1","\N"
"5998","7948","2","1","\N"
"5999","7952","2","1","\N"
"6000","7958","2","1","\N"
"6001","7959","2","1","\N"
"6002","7994","2","1","\N"
"6003","8004","2","1","\N"
"6004","8008","2","1","\N"
"6005","8403","2","1","\N"
"6006","8404","2","1","\N"
"6007","8408","2","1","\N"
"6008","8416","2","1","\N"
"6009","8423","2","1","\N"
"6010","8424","2","1","\N"
"6011","8429","2","1","\N"
"6012","8430","2","1","\N"
"6013","8432","2","1","\N"
"10053","8618","2","1","\N"
"6014","8434","2","1","\N"
"10054","8619","2","1","\N"
"10055","8620","2","1","\N"
"6015","8438","2","1","\N"
"6016","8440","2","1","\N"
"6017","8442","2","1","\N"
"6018","8444","2","1","\N"
"6188","8993","1","1","\N"
"6189","8994","1","1","\N"
"746","2154","1","1","\N"
"747","2155","1","1","\N"
"4143","2051","2","1","\N"
"22628","9652","2","1","\N"
"5779","7351","2","1","\N"
"5780","7355","2","1","\N"
"4144","2077","2","1","\N"
"4145","2089","2","1","\N"
"4146","2090","2","1","\N"
"5781","7356","2","1","\N"
"33367","26271","1","1","\N"
"4147","2103","2","1","\N"
"4148","2105","2","1","\N"
"6346","3028","2","1","\N"
"5783","7358","2","1","\N"
"4149","2111","2","1","\N"
"4150","2117","2","1","\N"
"4151","2119","2","1","\N"
"3956","2102","2","1","\N"
"4152","2127","2","1","\N"
"4153","2129","2","1","\N"
"5784","7366","2","1","\N"
"4154","2133","2","1","\N"
"4155","2141","2","1","\N"
"4156","2149","2","1","\N"
"4157","2150","2","1","\N"
"4158","2151","2","1","\N"
"4159","2153","2","1","\N"
"4160","2163","2","1","\N"
"4161","2175","2","1","\N"
"12150","12278","1","1","\N"
"777","2185","1","1","\N"
"4162","2184","2","1","\N"
"3957","2140","2","1","\N"
"4163","2189","2","1","\N"
"28864","23746","1","1","\N"
"33368","26272","1","1","\N"
"4164","2212","2","1","\N"
"5788","7380","2","1","\N"
"4165","2287","2","1","\N"
"3958","2160","2","1","\N"
"4166","7796","2","1","\N"
"3959","2166","2","1","\N"
"3960","2170","2","1","\N"
"5789","7384","2","1","\N"
"5790","7386","2","1","\N"
"5791","7390","2","1","\N"
"3961","2271","2","1","\N"
"6347","3029","2","1","\N"
"3962","2289","2","1","\N"
"6348","3031","2","1","\N"
"3963","2302","2","1","\N"
"3964","2311","2","1","\N"
"3965","2335","2","1","\N"
"5792","7391","2","1","\N"
"3966","2687","2","1","\N"
"29067","10697","2","1","\N"
"29068","11521","2","1","\N"
"5793","7392","2","1","\N"
"5794","7393","2","1","\N"
"22629","9653","2","1","\N"
"9900","10144","2","1","\N"
"3970","2731","2","1","\N"
"29069","12408","2","1","\N"
"22630","9659","2","1","\N"
"3972","2747","2","1","\N"
"5797","7400","2","1","\N"
"22631","9663","2","1","\N"
"10057","8622","2","1","\N"
"28189","23591","1","1","\N"
"10058","8623","2","1","\N"
"817","2225","1","1","\N"
"10059","8624","2","1","\N"
"819","2227","1","1","\N"
"6349","3032","2","1","\N"
"9901","10145","2","1","\N"
"9902","10147","2","1","\N"
"9903","10150","2","1","\N"
"9904","10158","2","1","\N"
"9905","10159","2","1","\N"
"9906","10164","2","1","\N"
"9907","10172","2","1","\N"
"9908","10177","2","1","\N"
"9909","10182","2","1","\N"
"9910","10184","2","1","\N"
"9911","10188","2","1","\N"
"9912","10189","2","1","\N"
"9913","10190","2","1","\N"
"9914","10191","2","1","\N"
"9915","10193","2","1","\N"
"10060","8625","2","1","\N"
"10061","8626","2","1","\N"
"10062","8627","2","1","\N"
"10063","8628","2","1","\N"
"10064","8629","2","1","\N"
"10065","8630","2","1","\N"
"11435","3357","2","1","\N"
"10067","8633","2","1","\N"
"10068","8635","2","1","\N"
"7727","9596","1","1","\N"
"7746","9615","1","1","\N"
"18816","17633","1","1","\N"
"18817","17634","1","1","\N"
"18818","17635","1","1","\N"
"18819","17636","1","1","\N"
"18820","17637","1","1","\N"
"18821","17638","1","1","\N"
"11436","3360","2","1","\N"
"3977","2786","2","1","\N"
"29070","12431","2","1","\N"
"18912","17729","1","1","\N"
"4340","7924","1","1","\N"
"3978","2793","2","1","\N"
"22632","9683","2","1","\N"
"3979","2797","2","1","\N"
"22633","9686","2","1","\N"
"29071","12440","2","1","\N"
"10069","8636","2","1","\N"
"11437","3372","2","1","\N"
"5806","7423","2","1","\N"
"28190","23592","1","1","\N"
"5808","7436","2","1","\N"
"5809","7437","2","1","\N"
"5810","7446","2","1","\N"
"5811","7463","2","1","\N"
"5812","7465","2","1","\N"
"5813","7466","2","1","\N"
"5814","7543","2","1","\N"
"5815","7547","2","1","\N"
"5816","7549","2","1","\N"
"5817","7551","2","1","\N"
"5818","7552","2","1","\N"
"3980","2802","2","1","\N"
"5819","7554","2","1","\N"
"5820","7557","2","1","\N"
"5821","7559","2","1","\N"
"5822","7632","2","1","\N"
"5823","7637","2","1","\N"
"5824","7643","2","1","\N"
"6350","3034","2","1","\N"
"5825","7646","2","1","\N"
"887","2295","1","1","\N"
"5826","7647","2","1","\N"
"5827","7648","2","1","\N"
"5828","7653","2","1","\N"
"11438","3373","2","1","\N"
"11439","3389","2","1","\N"
"11440","3394","2","1","\N"
"11441","3398","2","1","\N"
"895","2303","1","1","\N"
"11442","3403","2","1","\N"
"3981","2813","2","1","\N"
"11443","3421","2","1","\N"
"11444","3424","2","1","\N"
"11445","3429","2","1","\N"
"11446","3430","2","1","\N"
"11447","3431","2","1","\N"
"11448","3437","2","1","\N"
"11449","3442","2","1","\N"
"22634","9689","2","1","\N"
"11450","3443","2","1","\N"
"3982","2817","2","1","\N"
"11451","3444","2","1","\N"
"11452","3447","2","1","\N"
"11453","3452","2","1","\N"
"11454","3454","2","1","\N"
"11455","3455","2","1","\N"
"11456","3459","2","1","\N"
"11457","3460","2","1","\N"
"11458","3462","2","1","\N"
"10070","8637","2","1","\N"
"6351","3036","2","1","\N"
"11459","3467","2","1","\N"
"11460","3472","2","1","\N"
"11461","3474","2","1","\N"
"6352","3037","2","1","\N"
"10071","8638","2","1","\N"
"11462","3476","2","1","\N"
"11463","3477","2","1","\N"
"4669","8253","1","1","\N"
"3984","2834","2","1","\N"
"4670","8254","1","1","\N"
"11464","3479","2","1","\N"
"11465","7433","2","1","\N"
"931","2339","1","1","\N"
"932","2340","1","1","\N"
"933","2341","1","1","\N"
"934","2342","1","1","\N"
"935","2343","1","1","\N"
"936","2344","1","1","\N"
"937","2345","1","1","\N"
"938","2346","1","1","\N"
"939","2347","1","1","\N"
"940","2348","1","1","\N"
"941","2349","1","1","\N"
"942","2350","1","1","\N"
"943","2351","1","1","\N"
"944","2352","1","1","\N"
"945","2353","1","1","\N"
"946","2354","1","1","\N"
"947","2355","1","1","\N"
"948","2356","1","1","\N"
"949","2357","1","1","\N"
"950","2358","1","1","\N"
"951","2359","1","1","\N"
"952","2360","1","1","\N"
"953","2361","1","1","\N"
"954","2362","1","1","\N"
"955","2363","1","1","\N"
"956","2364","1","1","\N"
"957","2365","1","1","\N"
"958","2366","1","1","\N"
"959","2367","1","1","\N"
"960","2368","1","1","\N"
"961","2369","1","1","\N"
"962","2370","1","1","\N"
"963","2371","1","1","\N"
"964","2372","1","1","\N"
"965","2373","1","1","\N"
"966","2374","1","1","\N"
"967","2375","1","1","\N"
"968","2376","1","1","\N"
"969","2377","1","1","\N"
"970","2378","1","1","\N"
"971","2379","1","1","\N"
"972","2380","1","1","\N"
"973","2381","1","1","\N"
"974","2382","1","1","\N"
"975","2383","1","1","\N"
"976","2384","1","1","\N"
"977","2385","1","1","\N"
"978","2386","1","1","\N"
"979","2387","1","1","\N"
"980","2388","1","1","\N"
"981","2389","1","1","\N"
"982","2390","1","1","\N"
"983","2391","1","1","\N"
"984","2392","1","1","\N"
"985","2393","1","1","\N"
"986","2394","1","1","\N"
"987","2395","1","1","\N"
"988","2396","1","1","\N"
"989","2397","1","1","\N"
"990","2398","1","1","\N"
"991","2399","1","1","\N"
"992","2400","1","1","\N"
"993","2401","1","1","\N"
"994","2402","1","1","\N"
"995","2403","1","1","\N"
"996","2404","1","1","\N"
"997","2405","1","1","\N"
"998","2406","1","1","\N"
"999","2407","1","1","\N"
"1000","2408","1","1","\N"
"1001","2409","1","1","\N"
"1002","2410","1","1","\N"
"1003","2411","1","1","\N"
"1004","2412","1","1","\N"
"1005","2413","1","1","\N"
"1006","2414","1","1","\N"
"1007","2415","1","1","\N"
"1008","2416","1","1","\N"
"1009","2417","1","1","\N"
"1010","2418","1","1","\N"
"1011","2419","1","1","\N"
"1012","2420","1","1","\N"
"1013","2421","1","1","\N"
"1014","2422","1","1","\N"
"1015","2423","1","1","\N"
"1016","2424","1","1","\N"
"1017","2425","1","1","\N"
"1018","2426","1","1","\N"
"3985","2862","2","1","\N"
"1020","2428","1","1","\N"
"1021","2429","1","1","\N"
"4167","2049","2","1","\N"
"1023","2431","1","1","\N"
"1024","2432","1","1","\N"
"1025","2433","1","1","\N"
"1026","2434","1","1","\N"
"1027","2435","1","1","\N"
"1028","2436","1","1","\N"
"1029","2437","1","1","\N"
"1030","2438","1","1","\N"
"1031","2439","1","1","\N"
"1032","2440","1","1","\N"
"1033","2441","1","1","\N"
"1034","2442","1","1","\N"
"1035","2443","1","1","\N"
"1036","2444","1","1","\N"
"1037","2445","1","1","\N"
"1038","2446","1","1","\N"
"1039","2447","1","1","\N"
"1040","2448","1","1","\N"
"1041","2449","1","1","\N"
"1042","2450","1","1","\N"
"1043","2451","1","1","\N"
"1044","2452","1","1","\N"
"1045","2453","1","1","\N"
"1046","2454","1","1","\N"
"1047","2455","1","1","\N"
"1048","2456","1","1","\N"
"1049","2457","1","1","\N"
"1050","2458","1","1","\N"
"4168","2054","2","1","\N"
"4169","2055","2","1","\N"
"4170","2059","2","1","\N"
"4171","2060","2","1","\N"
"4172","2062","2","1","\N"
"4173","2065","2","1","\N"
"4174","2067","2","1","\N"
"4175","2068","2","1","\N"
"4176","2070","2","1","\N"
"4177","2071","2","1","\N"
"4178","2072","2","1","\N"
"4179","2073","2","1","\N"
"4180","2074","2","1","\N"
"4181","2076","2","1","\N"
"4182","2078","2","1","\N"
"4183","2080","2","1","\N"
"4184","2081","2","1","\N"
"4185","2092","2","1","\N"
"4186","2094","2","1","\N"
"4187","2096","2","1","\N"
"4188","2097","2","1","\N"
"4189","2098","2","1","\N"
"4190","2099","2","1","\N"
"4191","2100","2","1","\N"
"4192","2101","2","1","\N"
"4193","2106","2","1","\N"
"4194","2107","2","1","\N"
"4195","2108","2","1","\N"
"4196","2109","2","1","\N"
"4197","2110","2","1","\N"
"4198","2135","2","1","\N"
"1082","2490","1","1","\N"
"4199","2136","2","1","\N"
"4200","2139","2","1","\N"
"4201","2142","2","1","\N"
"4202","2148","2","1","\N"
"4203","2158","2","1","\N"
"4204","2159","2","1","\N"
"4205","2164","2","1","\N"
"4206","2167","2","1","\N"
"4207","2168","2","1","\N"
"4208","2190","2","1","\N"
"4209","2192","2","1","\N"
"4210","2261","2","1","\N"
"4211","2264","2","1","\N"
"4212","2265","2","1","\N"
"4213","2269","2","1","\N"
"4214","2270","2","1","\N"
"4215","2272","2","1","\N"
"4216","2276","2","1","\N"
"4217","2277","2","1","\N"
"4218","2278","2","1","\N"
"4219","2279","2","1","\N"
"4220","2280","2","1","\N"
"4221","2282","2","1","\N"
"4222","2285","2","1","\N"
"4223","2291","2","1","\N"
"4224","2294","2","1","\N"
"4225","2298","2","1","\N"
"4226","2299","2","1","\N"
"4227","2307","2","1","\N"
"4228","2308","2","1","\N"
"4229","2309","2","1","\N"
"4230","2317","2","1","\N"
"3986","2050","2","1","\N"
"3987","2052","2","1","\N"
"3988","2053","2","1","\N"
"3989","2056","2","1","\N"
"3990","2057","2","1","\N"
"3991","2061","2","1","\N"
"3992","2063","2","1","\N"
"3993","2064","2","1","\N"
"3994","2066","2","1","\N"
"3995","2069","2","1","\N"
"3996","2075","2","1","\N"
"3997","2079","2","1","\N"
"3998","2082","2","1","\N"
"3999","2086","2","1","\N"
"4000","2087","2","1","\N"
"4001","2088","2","1","\N"
"4002","2091","2","1","\N"
"4003","2093","2","1","\N"
"4004","2095","2","1","\N"
"4005","2104","2","1","\N"
"4006","2112","2","1","\N"
"4007","2113","2","1","\N"
"4008","2114","2","1","\N"
"4009","2115","2","1","\N"
"4010","2116","2","1","\N"
"4011","2118","2","1","\N"
"4012","2120","2","1","\N"
"4013","2121","2","1","\N"
"4014","2122","2","1","\N"
"4015","2123","2","1","\N"
"1145","2553","1","1","\N"
"1146","2554","1","1","\N"
"4016","2126","2","1","\N"
"4017","2128","2","1","\N"
"4018","2131","2","1","\N"
"4019","2137","2","1","\N"
"4020","2144","2","1","\N"
"4021","2152","2","1","\N"
"4022","2156","2","1","\N"
"4023","2161","2","1","\N"
"4024","2162","2","1","\N"
"4025","2165","2","1","\N"
"4026","2169","2","1","\N"
"4027","2171","2","1","\N"
"4028","2173","2","1","\N"
"4029","2174","2","1","\N"
"4030","2176","2","1","\N"
"4031","2177","2","1","\N"
"4032","2178","2","1","\N"
"4033","2179","2","1","\N"
"4034","2180","2","1","\N"
"4035","2181","2","1","\N"
"4036","2182","2","1","\N"
"4037","2183","2","1","\N"
"4038","2186","2","1","\N"
"4039","2188","2","1","\N"
"4040","2191","2","1","\N"
"4041","2193","2","1","\N"
"4042","2195","2","1","\N"
"4043","2198","2","1","\N"
"4044","2199","2","1","\N"
"4045","2200","2","1","\N"
"4046","2208","2","1","\N"
"4047","2213","2","1","\N"
"4048","2215","2","1","\N"
"4049","2217","2","1","\N"
"4050","2220","2","1","\N"
"4051","2223","2","1","\N"
"4052","2263","2","1","\N"
"4053","2273","2","1","\N"
"4054","2274","2","1","\N"
"4055","2275","2","1","\N"
"4056","2281","2","1","\N"
"4057","2283","2","1","\N"
"4058","2284","2","1","\N"
"4059","2288","2","1","\N"
"4060","2290","2","1","\N"
"4061","2292","2","1","\N"
"4062","2296","2","1","\N"
"4063","2297","2","1","\N"
"4064","2300","2","1","\N"
"4065","2301","2","1","\N"
"4066","2304","2","1","\N"
"4067","2306","2","1","\N"
"4068","2310","2","1","\N"
"4231","2319","2","1","\N"
"4069","2312","2","1","\N"
"4070","2314","2","1","\N"
"4071","2316","2","1","\N"
"4072","2318","2","1","\N"
"4073","2322","2","1","\N"
"4074","2608","2","1","\N"
"4075","2732","2","1","\N"
"12151","12279","1","1","\N"
"21675","16754","2","1","\N"
"4079","2748","2","1","\N"
"22635","9690","2","1","\N"
"18822","17639","1","1","\N"
"1216","2624","1","1","\N"
"1217","2625","1","1","\N"
"4084","2780","2","1","\N"
"4085","2784","2","1","\N"
"4086","2787","2","1","\N"
"22636","9695","2","1","\N"
"4088","2796","2","1","\N"
"21676","16756","2","1","\N"
"4090","2801","2","1","\N"
"4091","2806","2","1","\N"
"4092","2807","2","1","\N"
"4093","2811","2","1","\N"
"18823","17640","1","1","\N"
"12022","12234","1","1","\N"
"18824","17641","1","1","\N"
"33369","26273","1","1","\N"
"21677","16757","2","1","\N"
"18825","17642","1","1","\N"
"4101","2825","2","1","\N"
"4102","2864","2","1","\N"
"4103","2870","2","1","\N"
"4104","2871","2","1","\N"
"4105","2872","2","1","\N"
"4232","2320","2","1","\N"
"4233","2321","2","1","\N"
"4234","2323","2","1","\N"
"4235","2326","2","1","\N"
"4236","2327","2","1","\N"
"4237","2328","2","1","\N"
"4238","2331","2","1","\N"
"4239","2332","2","1","\N"
"4240","2333","2","1","\N"
"4241","2336","2","1","\N"
"4242","2337","2","1","\N"
"4243","7794","2","1","\N"
"4244","7801","2","1","\N"
"6190","8995","1","1","\N"
"6353","3039","2","1","\N"
"6354","3041","2","1","\N"
"6355","3042","2","1","\N"
"6356","3045","2","1","\N"
"6357","3048","2","1","\N"
"6358","3049","2","1","\N"
"6359","3050","2","1","\N"
"5829","7654","2","1","\N"
"5830","7658","2","1","\N"
"5831","7668","2","1","\N"
"5832","7672","2","1","\N"
"5833","7673","2","1","\N"
"6361","6440","2","1","\N"
"6362","6460","2","1","\N"
"6363","6463","2","1","\N"
"6364","6474","2","1","\N"
"6365","6476","2","1","\N"
"6366","6477","2","1","\N"
"5834","7675","2","1","\N"
"6367","6509","2","1","\N"
"6368","6516","2","1","\N"
"6369","6522","2","1","\N"
"6370","6527","2","1","\N"
"5835","7676","2","1","\N"
"5836","7677","2","1","\N"
"6371","6530","2","1","\N"
"6372","6531","2","1","\N"
"21678","16758","2","1","\N"
"33370","26274","1","1","\N"
"6375","7258","2","1","\N"
"6376","7259","2","1","\N"
"5837","7679","2","1","\N"
"1287","2695","1","1","\N"
"6377","7261","2","1","\N"
"6378","7262","2","1","\N"
"5838","7680","2","1","\N"
"5839","7684","2","1","\N"
"6379","7263","2","1","\N"
"6380","7265","2","1","\N"
"6381","7267","2","1","\N"
"5840","7686","2","1","\N"
"5841","7687","2","1","\N"
"5842","7690","2","1","\N"
"6382","7268","2","1","\N"
"5843","7692","2","1","\N"
"6191","8996","1","1","\N"
"6383","7269","2","1","\N"
"5844","7695","2","1","\N"
"6260","2010","2","1","\N"
"6261","2011","2","1","\N"
"6262","2012","2","1","\N"
"6263","2013","2","1","\N"
"6264","2014","2","1","\N"
"6265","2015","2","1","\N"
"6266","2017","2","1","\N"
"6267","2018","2","1","\N"
"6268","2019","2","1","\N"
"6269","2020","2","1","\N"
"6270","2021","2","1","\N"
"6271","2022","2","1","\N"
"6272","2023","2","1","\N"
"6273","2024","2","1","\N"
"5845","7696","2","1","\N"
"5846","7700","2","1","\N"
"5847","7701","2","1","\N"
"5848","7703","2","1","\N"
"5849","7704","2","1","\N"
"5850","7707","2","1","\N"
"5851","7715","2","1","\N"
"5852","7717","2","1","\N"
"5853","7718","2","1","\N"
"6274","2026","2","1","\N"
"5854","7720","2","1","\N"
"5855","7726","2","1","\N"
"5856","7728","2","1","\N"
"5857","7732","2","1","\N"
